69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
69,69,69,00000101,70,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
9,9,9,00000001,10,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
39,39,39,00001010,40,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000001,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
99,99,99,00000100,100,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
39,39,39,00000010,40,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
29,29,29,00001010,30,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000001,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
69,69,69,00000110,70,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
19,19,19,00000101,20,200
89,89,89,00000010,90,200
89,89,89,00000010,90,200
89,89,89,00000010,90,200
